ID_Cliente,Abandono,Genero,Adulto_Mayor,Socio,Dependientes,Meses_Permanencia,Servicio_Telefonico,Lineas_Multiples,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cuentas_Diarias,Cargos_Totales,Total_Servicios
8189-XRIKE,0.0,Femenino,1,0,0,32,1,No,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,0,Cheque Electrónico,90.95,3.0316666666666667,2897.95,0.0
8190-ZTQFB,0.0,Masculino,0,0,0,41,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Anual,1,Cheque Electrónico,51.35,1.7116666666666667,2075.1,0.0
8191-XWSZG,0.0,Femenino,0,0,0,52,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque por Correo,20.65,0.6883333333333332,1022.95,0.0
8194-PEEBY,0.0,Femenino,0,1,1,24,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque por Correo,19.9,0.6633333333333333,533.5,0.0
8197-BFWVU,0.0,Femenino,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,1,Transferencia Bancaria,93.25,3.1083333333333334,6688.95,0.0
8198-RKSZG,0.0,Femenino,0,1,1,14,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Mensual,0,Tarjeta de Crédito,80.45,2.6816666666666666,1137.05,0.0
8199-ZLLSA,1.0,Masculino,0,0,0,67,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Anual,1,Transferencia Bancaria,118.35,3.945,7804.15,0.0
8200-KLNYW,0.0,Femenino,0,1,0,21,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Anual,0,Cheque por Correo,80.9,2.6966666666666668,1714.95,0.0
8200-LGKSR,0.0,Masculino,0,1,0,71,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Bienal,0,Cheque Electrónico,83.2,2.7733333333333334,6126.1,0.0
8201-AAXCB,0.0,Masculino,0,1,1,25,1,Yes,DSL,No,No,No,No,Yes,No,Mensual,0,Cheque Electrónico,60.35,2.0116666666666667,1404.65,0.0
8203-XJZRC,0.0,Masculino,0,0,0,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,20.25,0.675,20.25,0.0
8204-TIFGJ,0.0,Femenino,0,0,0,23,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Transferencia Bancaria,20.3,0.6766666666666666,470.6,0.0
8204-YJCLA,0.0,Masculino,1,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,1,Transferencia Bancaria,64.8,2.1599999999999997,4732.35,0.0
8205-MQUGY,0.0,Masculino,0,1,1,12,1,No,DSL,Yes,No,No,No,No,No,Mensual,1,Cheque Electrónico,49.2,1.6400000000000001,571.15,0.0
8205-OTCHB,1.0,Masculino,0,0,0,22,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,Anual,1,Transferencia Bancaria,43.75,1.4583333333333333,903.6,0.0
8205-VSLRB,0.0,Masculino,0,1,0,70,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Bienal,0,Tarjeta de Crédito,77.3,2.5766666666666667,5498.2,0.0
8207-DMRVL,0.0,Masculino,0,1,1,72,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Transferencia Bancaria,114.55,3.8183333333333334,8306.05,0.0
8207-VVMYB,0.0,Femenino,0,1,0,70,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,1,Transferencia Bancaria,26.0,0.8666666666666667,2006.95,0.0
8208-EUMTE,0.0,Masculino,0,0,0,16,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Bienal,0,Cheque por Correo,54.85,1.8283333333333334,916.15,0.0
8212-CRQXP,0.0,Femenino,0,1,0,22,1,No,Fibra Óptica,No,No,No,No,Yes,No,Mensual,1,Tarjeta de Crédito,80.0,2.6666666666666665,1706.45,0.0
8212-DJRCH,0.0,Masculino,0,1,1,5,1,No,Fibra Óptica,Yes,No,Yes,No,No,Yes,Mensual,1,Cheque por Correo,90.35,3.0116666666666663,434.5,0.0
8212-FSQIV,,Masculino,0,0,1,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Cheque por Correo,20.25,0.675,20.25,0.0
8213-TAZPM,0.0,Femenino,0,1,1,69,1,Yes,Fibra Óptica,No,Yes,Yes,Yes,Yes,Yes,Anual,1,Transferencia Bancaria,108.75,3.625,7493.05,0.0
8215-NGSPE,0.0,Femenino,0,1,1,42,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,20.0,0.6666666666666666,833.55,0.0
8216-AZUUZ,0.0,Femenino,0,1,1,42,1,No,Fibra Óptica,No,No,Yes,Yes,Yes,Yes,Bienal,1,Cheque Electrónico,100.4,3.3466666666666667,4303.65,0.0
8217-QYOHV,0.0,Masculino,0,0,0,5,1,No,DSL,Yes,No,No,Yes,No,No,Mensual,1,Cheque por Correo,55.75,1.8583333333333334,266.95,0.0
8218-FFJDS,0.0,Femenino,0,1,0,72,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Bienal,1,Transferencia Bancaria,86.4,2.8800000000000003,6058.95,0.0
8219-VYBVI,0.0,Masculino,0,0,1,39,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,25.0,0.8333333333333334,1004.35,0.0
8220-OCUFY,0.0,Femenino,0,0,0,21,1,No,DSL,Yes,No,Yes,Yes,No,No,Anual,1,Cheque Electrónico,60.25,2.0083333333333333,1258.35,0.0
8221-EQDGL,0.0,Masculino,0,1,0,35,1,No,DSL,Yes,Yes,Yes,No,No,No,Mensual,0,Cheque por Correo,61.0,2.033333333333333,2130.45,0.0
8221-HVAYI,0.0,Masculino,0,1,1,35,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Bienal,1,Tarjeta de Crédito,69.15,2.305,2490.15,0.0
8224-DWCKX,0.0,Masculino,1,0,0,12,1,Yes,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Tarjeta de Crédito,73.3,2.4433333333333334,828.05,0.0
8224-IVVPA,0.0,Femenino,0,0,0,27,1,No,DSL,Yes,Yes,No,No,No,No,Mensual,1,Cheque por Correo,56.7,1.8900000000000001,1652.95,0.0
8224-KDLKN,0.0,Masculino,0,1,1,72,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,25.0,0.8333333333333334,1738.9,0.0
8224-UAXBZ,0.0,Femenino,0,1,0,58,0,No phone service,DSL,Yes,Yes,No,No,Yes,No,Anual,1,Cheque Electrónico,45.35,1.5116666666666667,2540.1,0.0
8225-BTJAU,1.0,Masculino,1,0,0,10,1,No,Fibra Óptica,No,No,No,No,No,Yes,Mensual,1,Cheque Electrónico,79.25,2.6416666666666666,793.55,0.0
8226-BXGES,0.0,Masculino,0,1,0,64,1,Yes,Fibra Óptica,Yes,Yes,Yes,No,No,No,Anual,0,Transferencia Bancaria,89.45,2.981666666666667,5692.65,0.0
8229-BUJHX,0.0,Femenino,0,1,1,71,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,20.5,0.6833333333333333,1500.95,0.0
8229-MYEJZ,0.0,Femenino,0,0,0,10,1,No,DSL,No,Yes,No,No,No,No,Mensual,0,Cheque Electrónico,51.2,1.7066666666666668,498.25,0.0
8229-TNIQA,1.0,Femenino,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Mensual,1,Cheque por Correo,45.3,1.51,196.95,0.0
8231-BSWXX,0.0,Masculino,0,0,0,71,1,Yes,Fibra Óptica,No,Yes,No,No,No,No,Anual,1,Tarjeta de Crédito,79.05,2.635,5552.5,0.0
8232-CTLKO,0.0,Femenino,0,1,1,66,1,No,DSL,Yes,No,No,No,Yes,No,Bienal,1,Cheque Electrónico,59.75,1.9916666666666667,3996.8,0.0
8232-UTFOZ,0.0,Masculino,0,0,0,69,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,19.95,0.6649999999999999,1399.35,0.0
8234-GSZYK,0.0,Masculino,0,0,0,43,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,26.45,0.8816666666666666,1110.05,0.0
8237-ULIXL,0.0,Femenino,0,1,0,72,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,24.85,0.8283333333333334,1871.85,0.0
8241-JUIQO,0.0,Femenino,0,0,0,61,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Transferencia Bancaria,19.45,0.6483333333333333,1336.35,0.0
8242-JSVBO,0.0,Masculino,0,0,0,7,1,No,DSL,No,No,No,No,No,No,Mensual,1,Transferencia Bancaria,44.65,1.4883333333333333,322.5,0.0
8242-PDSGJ,0.0,Masculino,0,1,0,70,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Bienal,1,Tarjeta de Crédito,39.15,1.305,2692.75,0.0
8242-SOQUO,0.0,Femenino,1,0,0,5,1,No,Fibra Óptica,No,Yes,No,No,Yes,No,Mensual,1,Cheque Electrónico,84.7,2.8233333333333333,392.5,0.0
8245-UMPYT,1.0,Femenino,1,0,0,16,1,Yes,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,96.4,3.2133333333333334,1581.2,0.0
8246-SHFGA,0.0,Masculino,0,0,0,17,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Tarjeta de Crédito,21.1,0.7033333333333334,385.55,0.0
8249-THVEC,0.0,Masculino,0,1,1,51,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque por Correo,19.4,0.6466666666666666,997.75,0.0
8250-ZNGGW,0.0,Femenino,1,0,0,5,1,No,DSL,Yes,Yes,No,Yes,No,No,Mensual,0,Tarjeta de Crédito,59.9,1.9966666666666666,287.85,0.0
8256-ERHVS,,Masculino,0,0,0,9,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Mensual,1,Transferencia Bancaria,68.25,2.275,576.95,0.0
8256-TWSNM,,Masculino,0,1,1,6,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,69.8,2.3266666666666667,377.85,0.0
8257-RZAHR,1.0,Femenino,0,1,0,14,1,Yes,DSL,Yes,No,No,No,Yes,No,Mensual,1,Transferencia Bancaria,64.7,2.1566666666666667,941.0,0.0
8258-GSTJK,1.0,Masculino,1,0,0,3,1,Yes,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,77.0,2.566666666666667,237.75,0.0
8259-DZLIZ,0.0,Femenino,0,1,1,64,1,Yes,DSL,No,Yes,No,No,No,No,Anual,1,Transferencia Bancaria,53.85,1.7950000000000002,3399.85,0.0
8259-NFJTV,0.0,Femenino,0,1,1,7,0,No phone service,DSL,Yes,No,No,Yes,No,No,Mensual,0,Cheque por Correo,34.65,1.155,246.6,0.0
8260-NGFNY,1.0,Femenino,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Mensual,0,Cheque por Correo,25.2,0.84,25.2,0.0
8261-GWDBQ,0.0,Femenino,1,1,0,60,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,1,Transferencia Bancaria,116.05,3.868333333333333,6925.9,0.0
8262-COGGB,0.0,Masculino,0,0,0,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Cheque por Correo,20.45,0.6816666666666666,20.45,0.0
8263-JQAIK,1.0,Masculino,1,0,0,2,0,No phone service,DSL,No,No,No,No,No,No,Mensual,1,Cheque por Correo,24.45,0.815,47.5,0.0
8263-OKETD,0.0,Femenino,0,0,0,20,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Mensual,1,Tarjeta de Crédito,68.9,2.296666666666667,1370.35,0.0
8263-QMNTJ,0.0,Masculino,0,1,0,72,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,1,Cheque Electrónico,115.55,3.8516666666666666,8425.3,0.0
8265-HKSOW,0.0,Femenino,0,1,1,72,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,No,Yes,Bienal,0,Tarjeta de Crédito,107.45,3.5816666666666666,7658.3,0.0
8266-VBFQL,0.0,Masculino,0,0,0,4,1,No,Fibra Óptica,No,No,Yes,Yes,No,Yes,Mensual,1,Cheque Electrónico,90.4,3.0133333333333336,356.65,0.0
8267-KFGYD,0.0,Masculino,0,0,1,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Cheque por Correo,21.05,0.7016666666666667,21.05,0.0
8267-ZNYVZ,1.0,Femenino,0,1,0,33,1,No,Fibra Óptica,Yes,No,Yes,Yes,Yes,Yes,Anual,1,Cheque Electrónico,103.75,3.4583333333333335,3361.05,0.0
8268-YDIXR,0.0,Masculino,0,1,0,56,1,Yes,Fibra Óptica,Yes,Yes,Yes,No,No,No,Anual,1,Cheque Electrónico,93.15,3.105,5253.95,0.0
8270-RKSAP,0.0,Masculino,0,0,0,9,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,70.5,2.35,597.9,0.0
8272-ONJLV,0.0,Masculino,0,0,0,12,1,No,Fibra Óptica,No,No,Yes,No,Yes,Yes,Anual,0,Cheque Electrónico,95.7,3.19,1184.0,0.0
8276-MQBYC,1.0,Masculino,1,0,0,51,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,97.8,3.26,4913.3,0.0
8277-RVRSV,0.0,Femenino,0,1,1,33,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Tarjeta de Crédito,24.15,0.8049999999999999,800.3,0.0
8280-MQRQN,1.0,Femenino,0,0,0,1,1,No,DSL,No,No,Yes,No,No,No,Mensual,1,Cheque por Correo,50.45,1.6816666666666669,50.45,0.0
8285-ABVLB,0.0,Femenino,0,1,0,70,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,19.85,0.6616666666666667,1328.35,0.0
8286-AFUYI,0.0,Masculino,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Mensual,0,Cheque Electrónico,47.95,1.5983333333333334,47.95,0.0
8289-DXCFQ,,Femenino,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Mensual,1,Cheque por Correo,50.1,1.6700000000000002,50.1,0.0
8290-YWKHZ,1.0,Femenino,1,1,0,32,1,Yes,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,93.2,3.106666666666667,2931.0,0.0
8292-FRFZQ,0.0,Femenino,0,0,0,39,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Anual,0,Transferencia Bancaria,41.15,1.3716666666666666,1700.9,0.0
8292-ITGYJ,0.0,Femenino,0,1,1,45,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,1,Transferencia Bancaria,24.65,0.8216666666666667,1138.8,0.0
8292-TYSPY,1.0,Masculino,0,0,0,19,1,No,DSL,No,No,Yes,Yes,No,No,Mensual,1,Tarjeta de Crédito,55.0,1.8333333333333333,1046.5,0.0
8294-UIMBA,0.0,Femenino,0,0,0,30,1,No,Fibra Óptica,No,No,No,Yes,Yes,Yes,Anual,1,Transferencia Bancaria,94.4,3.146666666666667,2638.1,0.0
8295-FHIVV,0.0,Masculino,0,0,0,7,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Cheque por Correo,19.4,0.6466666666666666,168.65,0.0
8295-KMENE,0.0,Femenino,0,1,1,59,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Bienal,1,Cheque por Correo,76.45,2.5483333333333333,4519.5,0.0
8305-VHZBZ,1.0,Masculino,0,0,0,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Cheque por Correo,20.2,0.6733333333333333,20.2,0.0
8309-IEYJD,0.0,Femenino,1,0,0,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque por Correo,70.6,2.353333333333333,70.6,0.0
8309-PPCED,0.0,Femenino,0,1,0,72,1,Yes,Fibra Óptica,No,Yes,Yes,Yes,Yes,Yes,Bienal,1,Transferencia Bancaria,110.45,3.6816666666666666,7982.5,0.0
8311-UEUAB,0.0,Femenino,0,1,1,67,1,Yes,DSL,Yes,No,No,No,Yes,Yes,Bienal,1,Cheque Electrónico,75.5,2.5166666666666666,5229.45,0.0
8313-AFGBW,0.0,Masculino,0,1,0,47,1,No,DSL,No,Yes,Yes,No,Yes,Yes,Bienal,0,Cheque Electrónico,73.6,2.453333333333333,3522.65,0.0
8313-KTIHG,0.0,Masculino,0,0,0,4,1,No,DSL,No,No,No,Yes,Yes,No,Mensual,1,Cheque Electrónico,61.3,2.0433333333333334,249.4,0.0
8313-NDOIA,0.0,Femenino,0,0,0,24,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,104.15,3.4716666666666667,2494.65,0.0
8314-DPQHL,0.0,Masculino,0,0,0,9,0,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Anual,0,Cheque por Correo,50.8,1.6933333333333331,463.6,0.0
8314-HTWVE,0.0,Femenino,0,1,1,7,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,19.85,0.6616666666666667,144.15,0.0
8316-BBQAY,0.0,Femenino,0,0,0,65,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Bienal,0,Tarjeta de Crédito,59.95,1.9983333333333335,3921.1,0.0
8317-BVKSO,0.0,Masculino,0,0,0,14,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Cheque Electrónico,20.05,0.6683333333333333,299.3,0.0
8318-LCNBW,0.0,Masculino,0,1,0,35,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Anual,0,Tarjeta de Crédito,53.15,1.7716666666666667,1930.9,0.0
8319-QBEHW,0.0,Masculino,0,0,1,26,0,No phone service,DSL,No,Yes,No,No,Yes,No,Anual,1,Transferencia Bancaria,39.95,1.3316666666666668,1023.75,0.0
8325-QRPZR,0.0,Femenino,0,0,0,7,1,No,Fibra Óptica,No,No,Yes,No,No,No,Mensual,1,Cheque Electrónico,75.15,2.5050000000000003,525.0,0.0
8327-LZKAS,1.0,Femenino,1,1,0,43,1,Yes,Fibra Óptica,No,No,Yes,Yes,Yes,Yes,Anual,1,Cheque Electrónico,107.55,3.585,4533.9,0.0
8327-WKMIE,0.0,Masculino,0,0,0,37,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Tarjeta de Crédito,20.15,0.6716666666666666,785.75,0.0
8328-SKJNO,0.0,Masculino,0,0,1,23,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Anual,0,Transferencia Bancaria,40.65,1.355,947.4,0.0
8329-GWVPJ,0.0,Femenino,0,1,1,50,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Transferencia Bancaria,69.75,2.325,3557.7,0.0
8329-IBCTI,1.0,Femenino,0,0,0,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.65,0.6549999999999999,19.65,0.0
8329-UTMVM,0.0,Masculino,1,0,0,27,1,Yes,Fibra Óptica,No,Yes,No,Yes,Yes,Yes,Anual,1,Transferencia Bancaria,104.65,3.4883333333333337,2964.0,0.0
8331-ZXFOE,0.0,Femenino,0,0,0,58,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Anual,1,Tarjeta de Crédito,71.1,2.3699999999999997,4299.2,0.0
8332-OSJDW,0.0,Masculino,0,1,1,12,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque por Correo,26.4,0.88,314.95,0.0
8336-TAVKX,0.0,Femenino,1,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Bienal,0,Transferencia Bancaria,78.45,2.615,5682.25,0.0
8337-MSSXB,1.0,Femenino,0,0,0,14,1,No,Fibra Óptica,No,Yes,No,No,No,Yes,Mensual,1,Cheque Electrónico,86.3,2.8766666666666665,1180.95,0.0
8337-UPOAQ,1.0,Masculino,1,1,0,10,1,Yes,Fibra Óptica,No,No,Yes,No,No,Yes,Mensual,1,Cheque Electrónico,89.8,2.993333333333333,914.3,0.0
8338-QIUNR,0.0,Masculino,0,1,1,72,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Bienal,1,Tarjeta de Crédito,66.5,2.216666666666667,4811.6,0.0
8344-WFMFH,0.0,Masculino,0,0,1,9,1,No,DSL,No,Yes,No,No,No,No,Mensual,1,Cheque Electrónico,50.1,1.6700000000000002,484.05,0.0
8345-MVDYC,0.0,Femenino,0,0,0,45,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Bienal,0,Transferencia Bancaria,81.65,2.7216666666666667,3618.7,0.0
8347-GDTMP,0.0,Femenino,0,1,0,64,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,19.45,0.6483333333333333,1225.65,0.0
8348-HFYIV,1.0,Masculino,0,0,0,2,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,49.25,1.6416666666666666,90.35,0.0
8348-JLBUG,0.0,Masculino,1,1,0,64,1,No,Fibra Óptica,Yes,No,Yes,No,No,No,Anual,0,Tarjeta de Crédito,80.3,2.6766666666666667,5017.7,0.0
8350-NYMVI,0.0,Femenino,0,0,0,39,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Mensual,0,Transferencia Bancaria,41.1,1.37,1597.05,0.0
8353-CFNVI,,Masculino,0,0,0,43,1,Yes,Fibra Óptica,No,No,No,Yes,Yes,Yes,Anual,1,Cheque Electrónico,100.0,3.3333333333333335,4211.55,0.0
8356-WUAOJ,0.0,Femenino,0,1,0,1,1,No,DSL,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,45.0,1.5,45.0,0.0
8357-EQXFO,1.0,Femenino,0,0,0,7,1,No,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,95.35,3.1783333333333332,660.9,0.0
8361-LBRDI,0.0,Femenino,0,0,0,58,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,24.35,0.8116666666666668,1423.85,0.0
8361-LTMKD,1.0,Masculino,1,1,0,4,1,Yes,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque por Correo,74.4,2.48,306.6,0.0
8364-TRMMK,1.0,Femenino,0,0,0,3,1,Yes,DSL,No,No,No,No,No,No,Mensual,1,Cheque por Correo,50.65,1.6883333333333332,151.3,0.0
8372-JUXUI,1.0,Masculino,0,0,1,1,1,Yes,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,74.35,2.478333333333333,74.35,0.0
8374-UULRV,0.0,Masculino,0,0,0,72,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Bienal,0,Tarjeta de Crédito,86.05,2.868333333333333,6309.65,0.0
8374-XGEJJ,1.0,Masculino,1,1,0,43,1,Yes,Fibra Óptica,No,Yes,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,101.0,3.3666666666666667,4388.4,0.0
8375-DKEBR,1.0,Femenino,1,0,0,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,69.6,2.32,69.6,0.0
8375-KVTHK,0.0,Masculino,0,1,0,68,1,No,Fibra Óptica,No,Yes,No,Yes,Yes,Yes,Anual,1,Cheque Electrónico,100.3,3.3433333333333333,6754.35,0.0
8378-LKJAF,0.0,Masculino,0,1,1,38,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Tarjeta de Crédito,101.15,3.371666666666667,3956.7,0.0
8380-MQINP,0.0,Femenino,0,1,1,55,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,20.3,0.6766666666666666,1079.05,0.0
8380-PEFPE,1.0,Masculino,0,0,1,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,71.65,2.3883333333333336,71.65,0.0
8382-SHQEH,1.0,Femenino,0,1,0,8,1,Yes,Fibra Óptica,No,No,No,No,No,Yes,Mensual,1,Cheque Electrónico,84.9,2.83,764.95,0.0
8383-SGHJU,0.0,Femenino,0,0,0,33,1,Yes,DSL,Yes,No,No,Yes,No,No,Anual,0,Cheque Electrónico,59.4,1.98,1952.8,0.0
8384-FZBJK,0.0,Femenino,0,1,1,57,1,Yes,Fibra Óptica,No,Yes,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,100.6,3.353333333333333,5611.7,0.0
8386-OSYMC,,Femenino,0,1,1,58,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Anual,1,Tarjeta de Crédito,105.2,3.506666666666667,6225.4,0.0
8387-MOJJT,1.0,Femenino,0,1,1,42,1,No,Fibra Óptica,No,No,No,No,Yes,No,Mensual,1,Tarjeta de Crédito,77.95,2.5983333333333336,3384.0,0.0
8387-UGUSU,0.0,Femenino,0,1,1,15,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,20.05,0.6683333333333333,284.3,0.0
8388-DMKAE,0.0,Femenino,0,0,0,8,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,20.25,0.675,174.65,0.0
8388-FYNPZ,0.0,Masculino,0,0,0,4,1,No,DSL,Yes,No,Yes,No,No,No,Mensual,0,Cheque Electrónico,56.75,1.8916666666666666,245.15,0.0
8390-FESFV,0.0,Femenino,0,0,0,62,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Bienal,0,Transferencia Bancaria,84.5,2.816666666666667,5193.2,0.0
8393-DLHGA,1.0,Masculino,0,0,1,25,1,No,Fibra Óptica,No,Yes,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,95.9,3.1966666666666668,2448.75,0.0
